Year,District,Country,Population
2011,Västra Göteborg,Thailand,123
2011,Västra Göteborg,Turkiet,626
2011,Västra Göteborg,Tyskland,232
2011,Västra Göteborg,Ungern,91
2011,Västra Göteborg,USA,148
2011,Västra Göteborg,Vietnam,51
2011,Västra Göteborg,Övriga Afrika,204
2011,Västra Göteborg,Övriga Asien,270
2011,Västra Göteborg,Övriga Europa,417
2011,Västra Göteborg,Övriga Nordamerika,93
2011,Västra Göteborg,Övriga Oceanien,36
2011,Västra Göteborg,Övriga Sydamerika,49
2012,Västra Göteborg,Afghanistan,85
2012,Västra Göteborg,Bolivia,28
2012,Västra Göteborg,Bosnien och Hercegovina,235
2012,Västra Göteborg,Brasilien,60
2012,Västra Göteborg,Chile,99
2012,Västra Göteborg,Colombia,51
2012,Västra Göteborg,Danmark,164
2012,Västra Göteborg,Eritrea,42
2012,Västra Göteborg,Estland,48
2012,Västra Göteborg,Etiopien,69
2012,Västra Göteborg,Filippinerna,52
2012,Västra Göteborg,Finland,280
2012,Västra Göteborg,Frankrike,92
2012,Västra Göteborg,Grekland,38
2012,Västra Göteborg,Indien,130
2012,Västra Göteborg,Irak,792
2012,Västra Göteborg,Iran,642
2012,Västra Göteborg,Italien,39
2012,Västra Göteborg,Jugoslavien,233
2012,Västra Göteborg,Kina,212
2012,Västra Göteborg,Korea Syd-,69
2012,Västra Göteborg,Kroatien,29
2012,Västra Göteborg,Libanon,246
2012,Västra Göteborg,Makedonien,35
2012,Västra Göteborg,Marocko,50
2012,Västra Göteborg,Norge,274
2012,Västra Göteborg,Okänt,0
2012,Västra Göteborg,Pakistan,36
2012,Västra Göteborg,Polen,297
2012,Västra Göteborg,Portugal,12
2012,Västra Göteborg,Rumänien,89
2012,Västra Göteborg,Ryssland,95
2012,Västra Göteborg,Somalia,168
2012,Västra Göteborg,Spanien,49
2012,Västra Göteborg,Storbritannien och Nordirland,210
2012,Västra Göteborg,Syrien,309
2012,Västra Göteborg,Thailand,120
2012,Västra Göteborg,Turkiet,643
2012,Västra Göteborg,Tyskland,251
2012,Västra Göteborg,Ungern,88
2012,Västra Göteborg,USA,147
2012,Västra Göteborg,Vietnam,49
2012,Västra Göteborg,Övriga Afrika,226
2012,Västra Göteborg,Övriga Asien,284
2012,Västra Göteborg,Övriga Europa,442
2012,Västra Göteborg,Övriga Nordamerika,84
2012,Västra Göteborg,Övriga Oceanien,28
2012,Västra Göteborg,Övriga Sydamerika,49
2013,Västra Göteborg,Afghanistan,94
2013,Västra Göteborg,Bolivia,26
2013,Västra Göteborg,Bosnien och Hercegovina,242
2013,Västra Göteborg,Brasilien,59
2013,Västra Göteborg,Chile,100
2013,Västra Göteborg,Colombia,56
2013,Västra Göteborg,Danmark,162
2013,Västra Göteborg,Eritrea,39
2013,Västra Göteborg,Estland,41
2013,Västra Göteborg,Etiopien,72
2013,Västra Göteborg,Filippinerna,50
2013,Västra Göteborg,Finland,277
2013,Västra Göteborg,Frankrike,84
2013,Västra Göteborg,Grekland,45
2013,Västra Göteborg,Indien,141
2013,Västra Göteborg,Irak,814
2013,Västra Göteborg,Iran,623
2013,Västra Göteborg,Italien,41
2013,Västra Göteborg,Jugoslavien,233
2013,Västra Göteborg,Kina,205
2013,Västra Göteborg,Korea Syd-,73
2013,Västra Göteborg,Kroatien,31
2013,Västra Göteborg,Libanon,246
2013,Västra Göteborg,Makedonien,38
2013,Västra Göteborg,Marocko,51
2013,Västra Göteborg,Norge,269
2013,Västra Göteborg,Okänt,0
2013,Västra Göteborg,Pakistan,35
2013,Västra Göteborg,Polen,317
2013,Västra Göteborg,Portugal,11
2013,Västra Göteborg,Rumänien,91
2013,Västra Göteborg,Ryssland,88
2013,Västra Göteborg,Somalia,197
2013,Västra Göteborg,Spanien,51
2013,Västra Göteborg,Storbritannien och Nordirland,209
2013,Västra Göteborg,Syrien,374
2013,Västra Göteborg,Thailand,121
2013,Västra Göteborg,Turkiet,629
2013,Västra Göteborg,Tyskland,259
2013,Västra Göteborg,Ungern,98
2013,Västra Göteborg,USA,155
2013,Västra Göteborg,Vietnam,56
2013,Västra Göteborg,Övriga Afrika,243
2013,Västra Göteborg,Övriga Asien,285
2013,Västra Göteborg,Övriga Europa,441
2013,Västra Göteborg,Övriga Nordamerika,90
2013,Västra Göteborg,Övriga Oceanien,29
2013,Västra Göteborg,Övriga Sydamerika,50
2014,Västra Göteborg,Afghanistan,101
2014,Västra Göteborg,Bolivia,23
2014,Västra Göteborg,Bosnien och Hercegovina,225
2014,Västra Göteborg,Brasilien,54
2014,Västra Göteborg,Chile,99
2014,Västra Göteborg,Colombia,60
2014,Västra Göteborg,Danmark,161
2014,Västra Göteborg,Eritrea,40
2014,Västra Göteborg,Estland,37
2014,Västra Göteborg,Etiopien,80
2014,Västra Göteborg,Filippinerna,49
2014,Västra Göteborg,Finland,260
2014,Västra Göteborg,Frankrike,82
2014,Västra Göteborg,Grekland,50
2014,Västra Göteborg,Indien,131
2014,Västra Göteborg,Irak,809
2014,Västra Göteborg,Iran,649
2014,Västra Göteborg,Italien,45
2014,Västra Göteborg,Jugoslavien,218
2014,Västra Göteborg,Kina,211
2014,Västra Göteborg,Korea Syd-,71
2014,Västra Göteborg,Kroatien,39
2014,Västra Göteborg,Libanon,245
2014,Västra Göteborg,Makedonien,46
2014,Västra Göteborg,Marocko,55
2014,Västra Göteborg,Norge,260
2014,Västra Göteborg,Okänt,0
2014,Västra Göteborg,Pakistan,36
2014,Västra Göteborg,Polen,334
2014,Västra Göteborg,Portugal,12
2014,Västra Göteborg,Rumänien,85
2014,Västra Göteborg,Ryssland,86
2014,Västra Göteborg,Somalia,226
2014,Västra Göteborg,Spanien,57
2014,Västra Göteborg,Storbritannien och Nordirland,215
2014,Västra Göteborg,Syrien,483
2014,Västra Göteborg,Thailand,128
2014,Västra Göteborg,Turkiet,636
2014,Västra Göteborg,Tyskland,277
2014,Västra Göteborg,Ungern,99
2014,Västra Göteborg,USA,162
2014,Västra Göteborg,Vietnam,57
2014,Västra Göteborg,Övriga Afrika,258
2014,Västra Göteborg,Övriga Asien,285
2014,Västra Göteborg,Övriga Europa,463
2014,Västra Göteborg,Övriga Nordamerika,88
2014,Västra Göteborg,Övriga Oceanien,25
2014,Västra Göteborg,Övriga Sydamerika,56
2015,Västra Göteborg,Afghanistan,127
2015,Västra Göteborg,Bolivia,26
2015,Västra Göteborg,Bosnien och Hercegovina,225
2015,Västra Göteborg,Brasilien,56
2015,Västra Göteborg,Chile,97
2015,Västra Göteborg,Colombia,52
2015,Västra Göteborg,Danmark,161
2015,Västra Göteborg,Eritrea,57
2015,Västra Göteborg,Estland,42
2015,Västra Göteborg,Etiopien,78
2015,Västra Göteborg,Filippinerna,50
2015,Västra Göteborg,Finland,261
2015,Västra Göteborg,Frankrike,82
2015,Västra Göteborg,Grekland,50
2015,Västra Göteborg,Indien,154
2015,Västra Göteborg,Irak,804
2015,Västra Göteborg,Iran,650
2015,Västra Göteborg,Italien,43
2015,Västra Göteborg,Jugoslavien,209
2015,Västra Göteborg,Kina,219
2015,Västra Göteborg,Korea Syd-,69
2015,Västra Göteborg,Kroatien,41
2015,Västra Göteborg,Libanon,242
2015,Västra Göteborg,Makedonien,47
2015,Västra Göteborg,Marocko,56
2015,Västra Göteborg,Norge,267
2015,Västra Göteborg,Okänt,0
2015,Västra Göteborg,Pakistan,39
2015,Västra Göteborg,Polen,347
2015,Västra Göteborg,Portugal,16
2015,Västra Göteborg,Rumänien,84
2015,Västra Göteborg,Ryssland,92
2015,Västra Göteborg,Somalia,248
2015,Västra Göteborg,Spanien,61
2015,Västra Göteborg,Storbritannien och Nordirland,228
2015,Västra Göteborg,Syrien,502
2015,Västra Göteborg,Thailand,125
2015,Västra Göteborg,Turkiet,631
2015,Västra Göteborg,Tyskland,279
2015,Västra Göteborg,Ungern,98
2015,Västra Göteborg,USA,171
2015,Västra Göteborg,Vietnam,51
2015,Västra Göteborg,Övriga Afrika,270
2015,Västra Göteborg,Övriga Asien,273
2015,Västra Göteborg,Övriga Europa,476
2015,Västra Göteborg,Övriga Nordamerika,95
2015,Västra Göteborg,Övriga Oceanien,32
2015,Västra Göteborg,Övriga Sydamerika,53
2009,Västra Hisingen,Afghanistan,107
2009,Västra Hisingen,Bolivia,38
2009,Västra Hisingen,Bosnien och Hercegovina,737
2009,Västra Hisingen,Brasilien,53
2009,Västra Hisingen,Chile,185
2009,Västra Hisingen,Colombia,46
2009,Västra Hisingen,Danmark,220
2009,Västra Hisingen,Eritrea,127
2009,Västra Hisingen,Estland,49
2009,Västra Hisingen,Etiopien,212
2009,Västra Hisingen,Filippinerna,83
2009,Västra Hisingen,Finland,868
2009,Västra Hisingen,Frankrike,38
2009,Västra Hisingen,Grekland,102
2009,Västra Hisingen,Indien,169
2009,Västra Hisingen,Irak,709
2009,Västra Hisingen,Iran,780
2009,Västra Hisingen,Italien,34
2009,Västra Hisingen,Jugoslavien,956
2009,Västra Hisingen,Kina,152
2009,Västra Hisingen,Korea Syd-,42
2009,Västra Hisingen,Kroatien,114
2009,Västra Hisingen,Libanon,178
2009,Västra Hisingen,Makedonien,165
2009,Västra Hisingen,Marocko,52
2009,Västra Hisingen,Norge,341
2009,Västra Hisingen,Okänt,0
2009,Västra Hisingen,Pakistan,32
2009,Västra Hisingen,Polen,446
2009,Västra Hisingen,Portugal,233
2009,Västra Hisingen,Rumänien,146
2009,Västra Hisingen,Ryssland,66
2009,Västra Hisingen,Somalia,569
2009,Västra Hisingen,Spanien,37
2009,Västra Hisingen,Storbritannien och Nordirland,147
2009,Västra Hisingen,Syrien,45
2009,Västra Hisingen,Thailand,168
2009,Västra Hisingen,Turkiet,1242
2009,Västra Hisingen,Tyskland,234
2009,Västra Hisingen,Ungern,115
2009,Västra Hisingen,USA,88
2009,Västra Hisingen,Vietnam,84
2009,Västra Hisingen,Övriga Afrika,499
2009,Västra Hisingen,Övriga Asien,246
2009,Västra Hisingen,Övriga Europa,449
2009,Västra Hisingen,Övriga Nordamerika,102
2009,Västra Hisingen,Övriga Oceanien,17
2009,Västra Hisingen,Övriga Sydamerika,72
2010,Västra Hisingen,Afghanistan,116
2010,Västra Hisingen,Bolivia,39
2010,Västra Hisingen,Bosnien och Hercegovina,729
2010,Västra Hisingen,Brasilien,59
2010,Västra Hisingen,Chile,199
2010,Västra Hisingen,Colombia,46
2010,Västra Hisingen,Danmark,201
2010,Västra Hisingen,Eritrea,138
2010,Västra Hisingen,Estland,47
2010,Västra Hisingen,Etiopien,219
2010,Västra Hisingen,Filippinerna,86
2010,Västra Hisingen,Finland,843
2010,Västra Hisingen,Frankrike,43
2010,Västra Hisingen,Grekland,90
2010,Västra Hisingen,Indien,164
2010,Västra Hisingen,Irak,781
2010,Västra Hisingen,Iran,795
2010,Västra Hisingen,Italien,33
2010,Västra Hisingen,Jugoslavien,948
2010,Västra Hisingen,Kina,175
2010,Västra Hisingen,Korea Syd-,47
2010,Västra Hisingen,Kroatien,112
2010,Västra Hisingen,Libanon,181
2010,Västra Hisingen,Makedonien,171
2010,Västra Hisingen,Marocko,64
2010,Västra Hisingen,Norge,338
2010,Västra Hisingen,Okänt,0
2010,Västra Hisingen,Pakistan,51
2010,Västra Hisingen,Polen,459
2010,Västra Hisingen,Portugal,224
2010,Västra Hisingen,Rumänien,149
2010,Västra Hisingen,Ryssland,68
2010,Västra Hisingen,Somalia,663
2010,Västra Hisingen,Spanien,38
2010,Västra Hisingen,Storbritannien och Nordirland,147
2010,Västra Hisingen,Syrien,44
2010,Västra Hisingen,Thailand,174
2010,Västra Hisingen,Turkiet,1365
2010,Västra Hisingen,Tyskland,253
2010,Västra Hisingen,Ungern,118
2010,Västra Hisingen,USA,91
2010,Västra Hisingen,Vietnam,89
2010,Västra Hisingen,Övriga Afrika,559
2010,Västra Hisingen,Övriga Asien,261
2010,Västra Hisingen,Övriga Europa,524
2010,Västra Hisingen,Övriga Nordamerika,109
2010,Västra Hisingen,Övriga Oceanien,21
2010,Västra Hisingen,Övriga Sydamerika,80
2011,Västra Hisingen,Afghanistan,157
2011,Västra Hisingen,Bolivia,42
2011,Västra Hisingen,Bosnien och Hercegovina,734
2011,Västra Hisingen,Brasilien,63
2011,Västra Hisingen,Chile,198
2011,Västra Hisingen,Colombia,39
2011,Västra Hisingen,Danmark,196
2011,Västra Hisingen,Eritrea,146
2011,Västra Hisingen,Estland,41
2011,Västra Hisingen,Etiopien,224
2011,Västra Hisingen,Filippinerna,90
2011,Västra Hisingen,Finland,834
2011,Västra Hisingen,Frankrike,44
2011,Västra Hisingen,Grekland,104
2011,Västra Hisingen,Indien,187
2011,Västra Hisingen,Irak,812
2011,Västra Hisingen,Iran,803
2011,Västra Hisingen,Italien,36
2011,Västra Hisingen,Jugoslavien,925
2011,Västra Hisingen,Kina,196
2011,Västra Hisingen,Korea Syd-,48
2011,Västra Hisingen,Kroatien,100
2011,Västra Hisingen,Libanon,188
2011,Västra Hisingen,Makedonien,188
2011,Västra Hisingen,Marocko,67
2011,Västra Hisingen,Norge,326
2011,Västra Hisingen,Okänt,0
2011,Västra Hisingen,Pakistan,63
2011,Västra Hisingen,Polen,487
2011,Västra Hisingen,Portugal,216
2011,Västra Hisingen,Rumänien,180
2011,Västra Hisingen,Ryssland,91
2011,Västra Hisingen,Somalia,749
2011,Västra Hisingen,Spanien,41
2011,Västra Hisingen,Storbritannien och Nordirland,153
2011,Västra Hisingen,Syrien,40
2011,Västra Hisingen,Thailand,186
2011,Västra Hisingen,Turkiet,1446
2011,Västra Hisingen,Tyskland,243
2011,Västra Hisingen,Ungern,120
2011,Västra Hisingen,USA,112
2011,Västra Hisingen,Vietnam,95
2011,Västra Hisingen,Övriga Afrika,596
2011,Västra Hisingen,Övriga Asien,301
2011,Västra Hisingen,Övriga Europa,563
2011,Västra Hisingen,Övriga Nordamerika,112
2011,Västra Hisingen,Övriga Oceanien,24
2011,Västra Hisingen,Övriga Sydamerika,79
2012,Västra Hisingen,Afghanistan,195
2012,Västra Hisingen,Bolivia,40
2012,Västra Hisingen,Bosnien och Hercegovina,721
2012,Västra Hisingen,Brasilien,66
2012,Västra Hisingen,Chile,190
2012,Västra Hisingen,Colombia,46
2012,Västra Hisingen,Danmark,203
2012,Västra Hisingen,Eritrea,162
2012,Västra Hisingen,Estland,41
2012,Västra Hisingen,Etiopien,224
2012,Västra Hisingen,Filippinerna,94
2012,Västra Hisingen,Finland,806
2012,Västra Hisingen,Frankrike,54
2012,Västra Hisingen,Grekland,121
2012,Västra Hisingen,Indien,216
2012,Västra Hisingen,Irak,853
2012,Västra Hisingen,Iran,820
2012,Västra Hisingen,Italien,36
2012,Västra Hisingen,Jugoslavien,902
2012,Västra Hisingen,Kina,223
2012,Västra Hisingen,Korea Syd-,46
2012,Västra Hisingen,Kroatien,91
2012,Västra Hisingen,Libanon,183
2012,Västra Hisingen,Makedonien,204
2012,Västra Hisingen,Marocko,62
2012,Västra Hisingen,Norge,313
2012,Västra Hisingen,Okänt,0
2012,Västra Hisingen,Pakistan,72
2012,Västra Hisingen,Polen,499
2012,Västra Hisingen,Portugal,215
2012,Västra Hisingen,Rumänien,180
2012,Västra Hisingen,Ryssland,97
2012,Västra Hisingen,Somalia,916
2012,Västra Hisingen,Spanien,43
2012,Västra Hisingen,Storbritannien och Nordirland,154
2012,Västra Hisingen,Syrien,44
2012,Västra Hisingen,Thailand,202
2012,Västra Hisingen,Turkiet,1503
2012,Västra Hisingen,Tyskland,241
2012,Västra Hisingen,Ungern,123
2012,Västra Hisingen,USA,115
2012,Västra Hisingen,Vietnam,92
2012,Västra Hisingen,Övriga Afrika,637
2012,Västra Hisingen,Övriga Asien,324
2012,Västra Hisingen,Övriga Europa,622
2012,Västra Hisingen,Övriga Nordamerika,120
2012,Västra Hisingen,Övriga Oceanien,24
2012,Västra Hisingen,Övriga Sydamerika,76
2013,Västra Hisingen,Afghanistan,206
2013,Västra Hisingen,Bolivia,35
2013,Västra Hisingen,Bosnien och Hercegovina,683
2013,Västra Hisingen,Brasilien,63
2013,Västra Hisingen,Chile,181
2013,Västra Hisingen,Colombia,50
2013,Västra Hisingen,Danmark,194
2013,Västra Hisingen,Eritrea,160
2013,Västra Hisingen,Estland,42
2013,Västra Hisingen,Etiopien,241
2013,Västra Hisingen,Filippinerna,103
2013,Västra Hisingen,Finland,777
2013,Västra Hisingen,Frankrike,46
2013,Västra Hisingen,Grekland,126
2013,Västra Hisingen,Indien,264
2013,Västra Hisingen,Irak,888
2013,Västra Hisingen,Iran,841
2013,Västra Hisingen,Italien,33
2013,Västra Hisingen,Jugoslavien,888
2013,Västra Hisingen,Kina,222
2013,Västra Hisingen,Korea Syd-,44
2013,Västra Hisingen,Kroatien,87
2013,Västra Hisingen,Libanon,191
2013,Västra Hisingen,Makedonien,199
2013,Västra Hisingen,Marocko,64
2013,Västra Hisingen,Norge,317
2013,Västra Hisingen,Okänt,0
2013,Västra Hisingen,Pakistan,91
2013,Västra Hisingen,Polen,507
2013,Västra Hisingen,Portugal,208
2013,Västra Hisingen,Rumänien,182
2013,Västra Hisingen,Ryssland,93
2013,Västra Hisingen,Somalia,1175
2013,Västra Hisingen,Spanien,47
2013,Västra Hisingen,Storbritannien och Nordirland,158
2013,Västra Hisingen,Syrien,73
2013,Västra Hisingen,Thailand,198
2013,Västra Hisingen,Turkiet,1537
2013,Västra Hisingen,Tyskland,244
2013,Västra Hisingen,Ungern,127
2013,Västra Hisingen,USA,107
2013,Västra Hisingen,Vietnam,84
2013,Västra Hisingen,Övriga Afrika,662
2013,Västra Hisingen,Övriga Asien,392
2013,Västra Hisingen,Övriga Europa,638
2013,Västra Hisingen,Övriga Nordamerika,121
2013,Västra Hisingen,Övriga Oceanien,25
2013,Västra Hisingen,Övriga Sydamerika,76
2014,Västra Hisingen,Afghanistan,220
2014,Västra Hisingen,Bolivia,36
2014,Västra Hisingen,Bosnien och Hercegovina,690
2014,Västra Hisingen,Brasilien,57
2014,Västra Hisingen,Chile,157
2014,Västra Hisingen,Colombia,48
2014,Västra Hisingen,Danmark,182
2014,Västra Hisingen,Eritrea,173
2014,Västra Hisingen,Estland,41
2014,Västra Hisingen,Etiopien,254
2014,Västra Hisingen,Filippinerna,93
2014,Västra Hisingen,Finland,754
2014,Västra Hisingen,Frankrike,58
2014,Västra Hisingen,Grekland,141
2014,Västra Hisingen,Indien,362
2014,Västra Hisingen,Irak,894
2014,Västra Hisingen,Iran,849
2014,Västra Hisingen,Italien,35
2014,Västra Hisingen,Jugoslavien,877
2014,Västra Hisingen,Kina,234
2014,Västra Hisingen,Korea Syd-,51
2014,Västra Hisingen,Kroatien,104
2014,Västra Hisingen,Libanon,202
2014,Västra Hisingen,Makedonien,216
2014,Västra Hisingen,Marocko,85
2014,Västra Hisingen,Norge,313
2014,Västra Hisingen,Okänt,0
2014,Västra Hisingen,Pakistan,103
2014,Västra Hisingen,Polen,559
2014,Västra Hisingen,Portugal,205
2014,Västra Hisingen,Rumänien,208
2014,Västra Hisingen,Ryssland,107
2014,Västra Hisingen,Somalia,1386
2014,Västra Hisingen,Spanien,51
2014,Västra Hisingen,Storbritannien och Nordirland,163
2014,Västra Hisingen,Syrien,146
2014,Västra Hisingen,Thailand,211
2014,Västra Hisingen,Turkiet,1548
2014,Västra Hisingen,Tyskland,253
2014,Västra Hisingen,Ungern,123
2014,Västra Hisingen,USA,111
2014,Västra Hisingen,Vietnam,95
2014,Västra Hisingen,Övriga Afrika,716
2014,Västra Hisingen,Övriga Asien,463
2014,Västra Hisingen,Övriga Europa,709
2014,Västra Hisingen,Övriga Nordamerika,122
2014,Västra Hisingen,Övriga Oceanien,28
2014,Västra Hisingen,Övriga Sydamerika,63
2015,Västra Hisingen,Afghanistan,275
2015,Västra Hisingen,Bolivia,40
2015,Västra Hisingen,Bosnien och Hercegovina,638
2015,Västra Hisingen,Brasilien,57
2015,Västra Hisingen,Chile,151
2015,Västra Hisingen,Colombia,51
2015,Västra Hisingen,Danmark,183
2015,Västra Hisingen,Eritrea,195
2015,Västra Hisingen,Estland,36
2015,Västra Hisingen,Etiopien,281
2015,Västra Hisingen,Filippinerna,83
2015,Västra Hisingen,Finland,728
2015,Västra Hisingen,Frankrike,52
2015,Västra Hisingen,Grekland,155
2015,Västra Hisingen,Indien,431
2015,Västra Hisingen,Irak,914
2015,Västra Hisingen,Iran,859
2015,Västra Hisingen,Italien,46
2015,Västra Hisingen,Jugoslavien,847
2015,Västra Hisingen,Kina,253
2015,Västra Hisingen,Korea Syd-,48
2015,Västra Hisingen,Kroatien,114
2015,Västra Hisingen,Libanon,197
2015,Västra Hisingen,Makedonien,238
2015,Västra Hisingen,Marocko,95
2015,Västra Hisingen,Norge,296
2015,Västra Hisingen,Okänt,0
2015,Västra Hisingen,Pakistan,135
2015,Västra Hisingen,Polen,572
2015,Västra Hisingen,Portugal,193
2015,Västra Hisingen,Rumänien,239
2015,Västra Hisingen,Ryssland,109
2015,Västra Hisingen,Somalia,1492
2015,Västra Hisingen,Spanien,56
2015,Västra Hisingen,Storbritannien och Nordirland,166
2015,Västra Hisingen,Syrien,271
2015,Västra Hisingen,Thailand,214
2015,Västra Hisingen,Turkiet,1560
2015,Västra Hisingen,Tyskland,252
2015,Västra Hisingen,Ungern,130
2015,Västra Hisingen,USA,97
2015,Västra Hisingen,Vietnam,104
2015,Västra Hisingen,Övriga Afrika,790
2015,Västra Hisingen,Övriga Asien,517
2015,Västra Hisingen,Övriga Europa,764
2015,Västra Hisingen,Övriga Nordamerika,126
2015,Västra Hisingen,Övriga Oceanien,35
2015,Västra Hisingen,Övriga Sydamerika,53
